Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
Linnarsson_MouseBrainAtlas_level5	TEGLU13	15314	0.061255	0.027015	0.046775	0.095182	1	1
Linnarsson_MouseBrainAtlas_level5	ENT2	15314	0.039837	0.023727	0.030652	0.096873	1	1
Linnarsson_MouseBrainAtlas_level5	HBGLU5	15314	0.053557	0.028898	0.043343	0.1083	1	1
Linnarsson_MouseBrainAtlas_level5	ENT8	15314	0.03647	0.023386	0.031385	0.12262	1	1
Linnarsson_MouseBrainAtlas_level5	PSNF1	15314	0.030007	0.017796	0.027471	0.13736	1	1
Linnarsson_MouseBrainAtlas_level5	ENT3	15314	0.037444	0.017879	0.03639	0.15176	1	1
Linnarsson_MouseBrainAtlas_level5	ENT6	15314	0.037716	0.019483	0.037235	0.15555	1	1
Linnarsson_MouseBrainAtlas_level5	MOL2	15314	0.042211	0.0117	0.043782	0.1675	1	1
Linnarsson_MouseBrainAtlas_level5	MBDOP1	15314	0.074921	0.021028	0.080762	0.17679	1	1
Linnarsson_MouseBrainAtlas_level5	ENT5	15314	0.039913	0.015769	0.043517	0.17953	1	1
Linnarsson_MouseBrainAtlas_level5	NFOL1	15314	0.031503	0.010917	0.03512	0.18486	1	1
Linnarsson_MouseBrainAtlas_level5	ENT4	15314	0.033536	0.014147	0.038446	0.19154	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH1	15314	0.040674	0.015323	0.047709	0.19697	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH3	15314	0.059863	0.021427	0.070578	0.19818	1	1
Linnarsson_MouseBrainAtlas_level5	MFOL2	15314	0.029402	0.0097811	0.036589	0.21082	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU20	15314	0.035342	0.015654	0.044532	0.21371	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU12	15314	0.043622	0.016803	0.055263	0.21496	1	1
Linnarsson_MouseBrainAtlas_level5	MEGLU7	15314	0.061468	0.016506	0.080975	0.2239	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH6	15314	0.043185	0.015705	0.06202	0.24312	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU2	15314	0.030833	0.01346	0.050193	0.26952	1	1
Linnarsson_MouseBrainAtlas_level5	ACNT2	15314	0.045918	0.0069458	0.075883	0.27255	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU17	15314	0.030217	0.012625	0.051876	0.28012	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU22	15314	0.028385	0.010246	0.058662	0.31424	1	1
Linnarsson_MouseBrainAtlas_level5	CBPC	15314	0.02251	0.0057071	0.050206	0.32695	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH13	15314	0.022512	0.010905	0.050657	0.32838	1	1
Linnarsson_MouseBrainAtlas_level5	DEINH2	15314	0.025995	0.0093733	0.067326	0.34971	1	1
Linnarsson_MouseBrainAtlas_level5	MEGLU2	15314	0.02813	0.010216	0.078562	0.36015	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU19	15314	0.016793	0.0073596	0.051445	0.37205	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU9	15314	0.017181	0.0069021	0.052778	0.37239	1	1
Linnarsson_MouseBrainAtlas_level5	HYPEP3	15314	0.024294	0.0082399	0.080785	0.38181	1	1
Linnarsson_MouseBrainAtlas_level5	EPEN	15314	0.0098576	0.0030244	0.036183	0.39265	1	1
Linnarsson_MouseBrainAtlas_level5	DEGLU5	15314	0.025462	0.0080233	0.093985	0.39323	1	1
Linnarsson_MouseBrainAtlas_level5	MOL1	15314	0.011689	0.0032157	0.045376	0.39836	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU23	15314	0.010087	0.0049654	0.04348	0.40827	1	1
Linnarsson_MouseBrainAtlas_level5	PSNF3	15314	0.0010031	0.00064917	0.026083	0.48466	1	1
Linnarsson_MouseBrainAtlas_level5	CHOR	15314	5.3149e-05	1.6536e-05	0.039222	0.49946	1	1
Linnarsson_MouseBrainAtlas_level5	PSNF2	15314	-0.00066188	-0.00038962	0.030303	0.50871	1	1
Linnarsson_MouseBrainAtlas_level5	SYCHO1	15314	-0.0020034	-0.001643	0.022159	0.53602	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU8	15314	-0.0065608	-0.0026727	0.054171	0.5482	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU18	15314	-0.0090664	-0.0038574	0.053147	0.56773	1	1
Linnarsson_MouseBrainAtlas_level5	MEGLU5	15314	-0.012987	-0.0043733	0.075279	0.56848	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH18	15314	-0.01028	-0.0042419	0.057247	0.57125	1	1
Linnarsson_MouseBrainAtlas_level5	COP1	15314	-0.010987	-0.0029297	0.04941	0.58798	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU11	15314	-0.011662	-0.0051441	0.050787	0.59081	1	1
Linnarsson_MouseBrainAtlas_level5	PSNP1	15314	-0.0067842	-0.0044013	0.024708	0.60818	1	1
Linnarsson_MouseBrainAtlas_level5	SYNOR4	15314	-0.0062604	-0.0053794	0.020279	0.62123	1	1
Linnarsson_MouseBrainAtlas_level5	DEINH6	15314	-0.01807	-0.0051262	0.057893	0.62252	1	1
Linnarsson_MouseBrainAtlas_level5	OBNBL1	15314	-0.019634	-0.007298	0.060002	0.62825	1	1
Linnarsson_MouseBrainAtlas_level5	ACMB	15314	-0.019979	-0.004075	0.060327	0.62974	1	1
Linnarsson_MouseBrainAtlas_level5	ACNT1	15314	-0.032822	-0.0037564	0.098429	0.63061	1	1
Linnarsson_MouseBrainAtlas_level5	DEINH1	15314	-0.024177	-0.0088202	0.070642	0.63392	1	1
Linnarsson_MouseBrainAtlas_level5	MEGLU11	15314	-0.027186	-0.0099199	0.076388	0.63904	1	1
Linnarsson_MouseBrainAtlas_level5	PSPEP2	15314	-0.01038	-0.0063324	0.028645	0.64146	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH17	15314	-0.025264	-0.0089096	0.068524	0.64382	1	1
Linnarsson_MouseBrainAtlas_level5	MOL3	15314	-0.013114	-0.0050605	0.033022	0.65436	1	1
Linnarsson_MouseBrainAtlas_level5	SYNOR5	15314	-0.011947	-0.0075238	0.026956	0.67119	1	1
Linnarsson_MouseBrainAtlas_level5	HYPEP7	15314	-0.018095	-0.0094192	0.038672	0.68007	1	1
Linnarsson_MouseBrainAtlas_level5	MEGLU3	15314	-0.040427	-0.013768	0.084385	0.68406	1	1
Linnarsson_MouseBrainAtlas_level5	HYPEP2	15314	-0.039647	-0.010767	0.078461	0.69332	1	1
Linnarsson_MouseBrainAtlas_level5	MSN2	15314	-0.029373	-0.00844	0.057553	0.6951	1	1
Linnarsson_MouseBrainAtlas_level5	CBINH1	15314	-0.05319	-0.0093622	0.099592	0.70335	1	1
Linnarsson_MouseBrainAtlas_level5	DEGLU2	15314	-0.022788	-0.013261	0.041764	0.70734	1	1
Linnarsson_MouseBrainAtlas_level5	VECA	15314	-0.024089	-0.0063934	0.043667	0.7094	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH4	15314	-0.046868	-0.01684	0.083614	0.71243	1	1
Linnarsson_MouseBrainAtlas_level5	MSN1	15314	-0.030529	-0.0099996	0.05227	0.72041	1	1
Linnarsson_MouseBrainAtlas_level5	ENTG1	15314	-0.015561	-0.0068673	0.025618	0.7282	1	1
Linnarsson_MouseBrainAtlas_level5	SYNOR1	15314	-0.015103	-0.011387	0.023496	0.73981	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH1	15314	-0.071934	-0.010264	0.10389	0.75565	1	1
Linnarsson_MouseBrainAtlas_level5	MSN4	15314	-0.054426	-0.013882	0.0736	0.77019	1	1
Linnarsson_MouseBrainAtlas_level5	SYNOR2	15314	-0.018371	-0.013631	0.02406	0.77743	1	1
Linnarsson_MouseBrainAtlas_level5	ACOB	15314	-0.051905	-0.0097359	0.064915	0.78802	1	1
Linnarsson_MouseBrainAtlas_level5	SYCHO2	15314	-0.018646	-0.01507	0.022638	0.79492	1	1
Linnarsson_MouseBrainAtlas_level5	DEINH4	15314	-0.057323	-0.019645	0.068959	0.79708	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU24	15314	-0.044007	-0.017001	0.052666	0.7983	1	1
Linnarsson_MouseBrainAtlas_level5	PVM2	15314	-0.056509	-0.0093052	0.066441	0.80248	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH5	15314	-0.041881	-0.019258	0.049118	0.80307	1	1
Linnarsson_MouseBrainAtlas_level5	ACTE1	15314	-0.061703	-0.011071	0.069366	0.81313	1	1
Linnarsson_MouseBrainAtlas_level5	PVM1	15314	-0.063446	-0.010482	0.067275	0.82717	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH15	15314	-0.071756	-0.022112	0.075005	0.83063	1	1
Linnarsson_MouseBrainAtlas_level5	ACBG	15314	-0.072431	-0.011871	0.075122	0.83251	1	1
Linnarsson_MouseBrainAtlas_level5	EPMB	15314	-0.07223	-0.011736	0.074373	0.83426	1	1
Linnarsson_MouseBrainAtlas_level5	PSPEP8	15314	-0.033881	-0.018438	0.034724	0.83539	1	1
Linnarsson_MouseBrainAtlas_level5	OBINH2	15314	-0.092579	-0.016337	0.094318	0.83684	1	1
Linnarsson_MouseBrainAtlas_level5	SYNOR3	15314	-0.022533	-0.017716	0.022339	0.84343	1	1
Linnarsson_MouseBrainAtlas_level5	PSPEP4	15314	-0.036018	-0.017715	0.034836	0.84941	1	1
Linnarsson_MouseBrainAtlas_level5	MSN3	15314	-0.077869	-0.01898	0.073923	0.85391	1	1
Linnarsson_MouseBrainAtlas_level5	CBNBL1	15314	-0.099806	-0.020789	0.092691	0.8592	1	1
Linnarsson_MouseBrainAtlas_level5	OPC	15314	-0.078733	-0.015694	0.0714	0.86491	1	1
Linnarsson_MouseBrainAtlas_level5	SATG1	15314	-0.037279	-0.012261	0.033562	0.86665	1	1
Linnarsson_MouseBrainAtlas_level5	DETPH	15314	-0.041408	-0.013319	0.037109	0.86775	1	1
Linnarsson_MouseBrainAtlas_level5	PSNP5	15314	-0.025528	-0.017657	0.022834	0.86821	1	1
Linnarsson_MouseBrainAtlas_level5	PSPEP1	15314	-0.030614	-0.019624	0.027322	0.86874	1	1
Linnarsson_MouseBrainAtlas_level5	PSNP6	15314	-0.022352	-0.017811	0.01935	0.87597	1	1
Linnarsson_MouseBrainAtlas_level5	PSPEP3	15314	-0.033955	-0.019403	0.028787	0.8809	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH20	15314	-0.064592	-0.030816	0.053657	0.88566	1	1
Linnarsson_MouseBrainAtlas_level5	ACTE2	15314	-0.10614	-0.015033	0.084492	0.89546	1	1
Linnarsson_MouseBrainAtlas_level5	MSN5	15314	-0.10692	-0.024327	0.082956	0.90127	1	1
Linnarsson_MouseBrainAtlas_level5	PSNP3	15314	-0.025869	-0.02013	0.020055	0.90144	1	1
Linnarsson_MouseBrainAtlas_level5	DEINH5	15314	-0.11815	-0.036484	0.091207	0.9024	1	1
Linnarsson_MouseBrainAtlas_level5	ENTG5	15314	-0.056627	-0.015651	0.043346	0.90428	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU3	15314	-0.080237	-0.029459	0.060008	0.9094	1	1
Linnarsson_MouseBrainAtlas_level5	PSNP2	15314	-0.027957	-0.020895	0.020632	0.91228	1	1
Linnarsson_MouseBrainAtlas_level5	ENTG2	15314	-0.065621	-0.015762	0.048395	0.91243	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU7	15314	-0.064596	-0.029416	0.047028	0.9152	1	1
Linnarsson_MouseBrainAtlas_level5	MGL3	15314	-0.086423	-0.015524	0.059726	0.92604	1	1
Linnarsson_MouseBrainAtlas_level5	MEGLU10	15314	-0.12568	-0.043466	0.086367	0.92718	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH7	15314	-0.1187	-0.032617	0.081281	0.92789	1	1
Linnarsson_MouseBrainAtlas_level5	SATG2	15314	-0.061715	-0.017199	0.042207	0.92815	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH2	15314	-0.11633	-0.038514	0.078885	0.92985	1	1
Linnarsson_MouseBrainAtlas_level5	MEGLU4	15314	-0.1115	-0.035399	0.075183	0.93095	1	1
Linnarsson_MouseBrainAtlas_level5	PSPEP5	15314	-0.056927	-0.025155	0.038332	0.93123	1	1
Linnarsson_MouseBrainAtlas_level5	OBDOP1	15314	-0.13641	-0.03019	0.091783	0.93139	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH14	15314	-0.12377	-0.037204	0.082841	0.9324	1	1
Linnarsson_MouseBrainAtlas_level5	HYPEN	15314	-0.096279	-0.018168	0.063362	0.93567	1	1
Linnarsson_MouseBrainAtlas_level5	ENTG6	15314	-0.06556	-0.018985	0.041121	0.94456	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH16	15314	-0.10423	-0.040033	0.065043	0.94546	1	1
Linnarsson_MouseBrainAtlas_level5	ENTG3	15314	-0.067598	-0.019058	0.041627	0.94779	1	1
Linnarsson_MouseBrainAtlas_level5	HYPEP8	15314	-0.07173	-0.027182	0.043717	0.94957	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH10	15314	-0.075738	-0.035523	0.045822	0.95081	1	1
Linnarsson_MouseBrainAtlas_level5	ENTG7	15314	-0.075077	-0.020233	0.045242	0.95148	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH14	15314	-0.10777	-0.034528	0.064569	0.95243	1	1
Linnarsson_MouseBrainAtlas_level5	MGL2	15314	-0.11868	-0.018985	0.067643	0.96031	1	1
Linnarsson_MouseBrainAtlas_level5	ENTG4	15314	-0.082249	-0.021346	0.046763	0.96069	1	1
Linnarsson_MouseBrainAtlas_level5	PSNP4	15314	-0.035672	-0.027349	0.020119	0.96188	1	1
Linnarsson_MouseBrainAtlas_level5	HYPEP4	15314	-0.11097	-0.041649	0.061666	0.96402	1	1
Linnarsson_MouseBrainAtlas_level5	OBINH5	15314	-0.12638	-0.031822	0.06985	0.96479	1	1
Linnarsson_MouseBrainAtlas_level5	SCHW	15314	-0.065987	-0.020776	0.036395	0.96508	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH9	15314	-0.088602	-0.038979	0.048667	0.96565	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH2	15314	-0.18546	-0.049029	0.10103	0.96679	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH6	15314	-0.1449	-0.043034	0.078231	0.96799	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH19	15314	-0.1093	-0.049421	0.058916	0.9682	1	1
Linnarsson_MouseBrainAtlas_level5	EPSC	15314	-0.075217	-0.022414	0.039951	0.97012	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH5	15314	-0.17125	-0.04546	0.090407	0.97089	1	1
Linnarsson_MouseBrainAtlas_level5	OBINH3	15314	-0.20979	-0.032825	0.10918	0.97266	1	1
Linnarsson_MouseBrainAtlas_level5	PER1	15314	-0.085435	-0.023959	0.04288	0.97683	1	1
Linnarsson_MouseBrainAtlas_level5	MGL1	15314	-0.14928	-0.021265	0.074574	0.97733	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU6	15314	-0.17365	-0.046287	0.083809	0.98086	1	1
Linnarsson_MouseBrainAtlas_level5	MEGLU9	15314	-0.17671	-0.058891	0.082943	0.98343	1	1
Linnarsson_MouseBrainAtlas_level5	PSPEP6	15314	-0.0922	-0.038895	0.04269	0.9846	1	1
Linnarsson_MouseBrainAtlas_level5	TEGLU1	15314	-0.16152	-0.051257	0.07453	0.98488	1	1
Linnarsson_MouseBrainAtlas_level5	RGDG	15314	-0.1933	-0.028694	0.08784	0.98611	1	1
Linnarsson_MouseBrainAtlas_level5	DECHO2	15314	-0.13203	-0.045763	0.059875	0.98627	1	1
Linnarsson_MouseBrainAtlas_level5	PSPEP7	15314	-0.11602	-0.041817	0.051415	0.98798	1	1
Linnarsson_MouseBrainAtlas_level5	VECV	15314	-0.10158	-0.026704	0.044817	0.98828	1	1
Linnarsson_MouseBrainAtlas_level5	VSMCA	15314	-0.16129	-0.027202	0.070275	0.98913	1	1
Linnarsson_MouseBrainAtlas_level5	OEC	15314	-0.16438	-0.028073	0.071056	0.98964	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH5	15314	-0.19209	-0.054379	0.082646	0.98994	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH10	15314	-0.16718	-0.055891	0.071842	0.99001	1	1
Linnarsson_MouseBrainAtlas_level5	HYPEP1	15314	-0.2002	-0.060233	0.084567	0.99104	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH10	15314	-0.17642	-0.055173	0.073938	0.99148	1	1
Linnarsson_MouseBrainAtlas_level5	SEPNBL	15314	-0.19753	-0.056207	0.079609	0.99345	1	1
Linnarsson_MouseBrainAtlas_level5	MEGLU8	15314	-0.22072	-0.067658	0.088225	0.99382	1	1
Linnarsson_MouseBrainAtlas_level5	ENMFB	15314	-0.074578	-0.02967	0.029618	0.99409	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH4	15314	-0.23174	-0.063044	0.091806	0.9942	1	1
Linnarsson_MouseBrainAtlas_level5	RGSZ	15314	-0.24872	-0.033042	0.098088	0.99438	1	1
Linnarsson_MouseBrainAtlas_level5	HYPEP5	15314	-0.16487	-0.055898	0.064366	0.99478	1	1
Linnarsson_MouseBrainAtlas_level5	PER2	15314	-0.082787	-0.030791	0.032233	0.99489	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH7	15314	-0.12907	-0.049996	0.049592	0.99537	1	1
Linnarsson_MouseBrainAtlas_level5	ABC	15314	-0.098743	-0.032295	0.037937	0.99537	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU8	15314	-0.14497	-0.045538	0.055409	0.99555	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH8	15314	-0.14526	-0.04694	0.055493	0.99557	1	1
Linnarsson_MouseBrainAtlas_level5	TEINH21	15314	-0.20129	-0.073575	0.074215	0.99666	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH9	15314	-0.24237	-0.062758	0.0889	0.99679	1	1
Linnarsson_MouseBrainAtlas_level5	OBINH1	15314	-0.26986	-0.051274	0.097917	0.99707	1	1
Linnarsson_MouseBrainAtlas_level5	CBGRC	15314	-0.49179	-0.047281	0.17294	0.99777	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH8	15314	-0.29082	-0.06622	0.10037	0.99812	1	1
Linnarsson_MouseBrainAtlas_level5	MSN6	15314	-0.35815	-0.057187	0.12068	0.9985	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH12	15314	-0.21516	-0.068785	0.072413	0.99852	1	1
Linnarsson_MouseBrainAtlas_level5	SZNBL	15314	-0.15805	-0.037995	0.052611	0.99867	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU1	15314	-0.23539	-0.078073	0.077708	0.99877	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH3	15314	-0.22002	-0.077643	0.070707	0.99907	1	1
Linnarsson_MouseBrainAtlas_level5	DEINH7	15314	-0.3304	-0.054696	0.10591	0.99909	1	1
Linnarsson_MouseBrainAtlas_level5	DEINH8	15314	-0.30789	-0.060997	0.097525	0.9992	1	1
Linnarsson_MouseBrainAtlas_level5	OBNBL2	15314	-0.22899	-0.059126	0.071689	0.9993	1	1
Linnarsson_MouseBrainAtlas_level5	OBNBL4	15314	-0.40431	-0.053419	0.1265	0.9993	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH8	15314	-0.22687	-0.063303	0.068289	0.99955	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH9	15314	-0.25701	-0.067227	0.075006	0.99969	1	1
Linnarsson_MouseBrainAtlas_level5	OBINH4	15314	-0.43109	-0.059953	0.12543	0.9997	1	1
Linnarsson_MouseBrainAtlas_level5	DGGRC2	15314	-0.27717	-0.064121	0.079567	0.99975	1	1
Linnarsson_MouseBrainAtlas_level5	MEINH11	15314	-0.2849	-0.08086	0.081872	0.99975	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU2	15314	-0.30318	-0.094072	0.087024	0.99975	1	1
Linnarsson_MouseBrainAtlas_level5	VECC	15314	-0.14923	-0.041722	0.042101	0.9998	1	1
Linnarsson_MouseBrainAtlas_level5	PER3	15314	-0.29329	-0.042949	0.081661	0.99984	1	1
Linnarsson_MouseBrainAtlas_level5	OBNBL5	15314	-0.4418	-0.065443	0.11795	0.99991	1	1
Linnarsson_MouseBrainAtlas_level5	OBDOP2	15314	-0.3796	-0.066083	0.099512	0.99993	1	1
Linnarsson_MouseBrainAtlas_level5	VLMC2	15314	-0.19711	-0.047164	0.051773	0.99993	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH7	15314	-0.25271	-0.078159	0.065776	0.99994	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH11	15314	-0.25251	-0.071522	0.065199	0.99995	1	1
Linnarsson_MouseBrainAtlas_level5	DGGRC1	15314	-0.28991	-0.076751	0.073698	0.99996	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU7	15314	-0.29142	-0.066097	0.073536	0.99996	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH6	15314	-0.20753	-0.083525	0.0526	0.99996	1	1
Linnarsson_MouseBrainAtlas_level5	VLMC1	15314	-0.29057	-0.046977	0.073773	0.99996	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU5	15314	-0.28271	-0.079685	0.070794	0.99997	1	1
Linnarsson_MouseBrainAtlas_level5	OBNBL3	15314	-0.3789	-0.059365	0.092882	0.99998	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU10	15314	-0.36222	-0.090582	0.082236	0.99999	1	1
Linnarsson_MouseBrainAtlas_level5	DGNBL1	15314	-0.26866	-0.060586	0.062264	0.99999	1	1
Linnarsson_MouseBrainAtlas_level5	DGNBL2	15314	-0.29042	-0.072133	0.067113	0.99999	1	1
Linnarsson_MouseBrainAtlas_level5	CBNBL2	15314	-0.60604	-0.076997	0.13	1	1	1
Linnarsson_MouseBrainAtlas_level5	CR	15314	-0.49898	-0.099868	0.10498	1	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU9	15314	-0.40211	-0.090997	0.084719	1	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU3	15314	-0.31746	-0.10635	0.069497	1	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU4	15314	-0.3205	-0.097517	0.07067	1	1	1
Linnarsson_MouseBrainAtlas_level5	SCGLU6	15314	-0.42078	-0.094039	0.086872	1	1	1
Linnarsson_MouseBrainAtlas_level5	SCINH4	15314	-0.30501	-0.088414	0.0676	1	1	1
Linnarsson_MouseBrainAtlas_level6_rank1	Neurons	15314	0.11469	0.039784	0.050972	0.01223	0.04892	1
Linnarsson_MouseBrainAtlas_level6_rank1	Glia	15314	0.060998	0.014594	0.076892	0.21381	0.85524	1
Linnarsson_MouseBrainAtlas_level6_rank1	Immune_cells	15314	-0.13231	-0.021118	0.088154	0.9333	1	1
Linnarsson_MouseBrainAtlas_level6_rank1	Vascular_cells	15314	-0.20288	-0.052269	0.069362	0.99827	1	1
Linnarsson_MouseBrainAtlas_level6_rank2	CNS_neurons	15314	0.093055	0.03034	0.052906	0.039311	0.235866	1
Linnarsson_MouseBrainAtlas_level6_rank2	CNS_glia	15314	0.07935	0.018898	0.063789	0.10677	0.64062	1
Linnarsson_MouseBrainAtlas_level6_rank2	PNS_neurons	15314	0.043639	0.028473	0.035981	0.11261	0.67566	1
Linnarsson_MouseBrainAtlas_level6_rank2	Immune_cells	15314	-0.11962	-0.019093	0.080582	0.93115	1	1
Linnarsson_MouseBrainAtlas_level6_rank2	Neural_crest_like_glia	15314	-0.14418	-0.035951	0.067815	0.98325	1	1
Linnarsson_MouseBrainAtlas_level6_rank2	Vascular_cells	15314	-0.1681	-0.043309	0.060746	0.99717	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Hindbrain_neurons	15314	0.16041	0.074572	0.038339	1.4397e-05	0.000230352	0.08033526
Linnarsson_MouseBrainAtlas_level6_rank3	Cholinergic_monoaminergic_and_peptidergic_neurons	15314	0.23813	0.087653	0.068528	0.0002563	0.0041008	1
Linnarsson_MouseBrainAtlas_level6_rank3	Di_and_mesencephalon_neurons	15314	0.14067	0.051785	0.064588	0.014712	0.235392	1
Linnarsson_MouseBrainAtlas_level6_rank3	Enteric_neurons	15314	0.087634	0.044842	0.042474	0.019554	0.312864	1
Linnarsson_MouseBrainAtlas_level6_rank3	Oligodendrocytes	15314	0.048948	0.01417	0.045202	0.13944	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Telencephalon_projecting_neurons	15314	0.011949	0.0043021	0.055996	0.41551	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Telencephalon_interneurons	15314	-0.03472	-0.01107	0.075495	0.6772	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Sympathetic_neurons	15314	-0.012781	-0.010114	0.025932	0.68894	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Astroependymal_cells	15314	-0.060326	-0.0095669	0.081294	0.77097	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Peripheral_sensory_neurons	15314	-0.028444	-0.018633	0.0297	0.83089	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Immune_cells	15314	-0.1124	-0.01794	0.071739	0.94141	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Cerebellum_neurons	15314	-0.27449	-0.030324	0.15888	0.95796	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Neural_crestlike_glia	15314	-0.11233	-0.028009	0.054475	0.98039	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Vascular_cells	15314	-0.13113	-0.033784	0.050315	0.99542	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Spinal_cord_neurons	15314	-0.22799	-0.066454	0.083447	0.99685	1	1
Linnarsson_MouseBrainAtlas_level6_rank3	Immature_neural	15314	-0.34872	-0.073116	0.086702	0.99997	1	1
Linnarsson_MouseBrainAtlas_level6_rank4	Chmn	15314	0.21646	0.11759	0.035855	8.03e-10	3.1317e-08	4.48074e-06
Linnarsson_MouseBrainAtlas_level6_rank4	Hind	15314	0.15745	0.073194	0.035327	4.1879e-06	0.0001633281	0.023368482
Linnarsson_MouseBrainAtlas_level6_rank4	Dime	15314	0.15026	0.056788	0.056101	0.0037038	0.1444482	1
Linnarsson_MouseBrainAtlas_level6_rank4	Dimi	15314	0.15308	0.054341	0.057429	0.0038482	0.1500798	1
Linnarsson_MouseBrainAtlas_level6_rank4	Enne	15314	0.10284	0.052622	0.039566	0.0046778	0.1824342	1
Linnarsson_MouseBrainAtlas_level6_rank4	Psnf	15314	0.044106	0.026538	0.030126	0.071602	1	1
Linnarsson_MouseBrainAtlas_level6_rank4	Tpre	15314	0.062767	0.025754	0.045591	0.084306	1	1
Linnarsson_MouseBrainAtlas_level6_rank4	Goli	15314	0.062318	0.018041	0.045433	0.085096	1	1
Linnarsson_MouseBrainAtlas_level6_rank4	Chin	15314	0.044936	0.017573	0.055662	0.20975	1	1
Linnarsson_MouseBrainAtlas_level6_rank4	Gcho	15314	0.017491	0.005442	0.042376	0.3399	1	1
Linnarsson_MouseBrainAtlas_level6_rank4	Tpri	15314	0.024347	0.0063526	0.062137	0.34759	1	1
Linnarsson_MouseBrainAtlas_level6_rank4	Hpep	15314	0.024924	0.0070488	0.081013	0.37917	1	1
Linnarsson_MouseBrainAtlas_level6_rank4	Sych	15314	0.0072138	0.0058307	0.026045	0.3909	1	1
Linnarsson_MouseBrainAtlas_level6_rank4	Syno	15314	0.0019959	0.0015759	0.025414	0.4687	1	1
