Cell_Type,NGENES,BETA,BETA_STD,SE,P,P.adj.pds,P.adj,cond_state,cond_cell_type,step3,Dataset,Source,TYPE,FULL_NAME
EC1,14727,0.020396,0.021246,0.016462,0.10769,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
EC2,14727,0.0022012,0.0024911,0.015196,0.44242,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
FB1,14727,-0.023148,-0.04313,0.010879,0.98332,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
FB2,14727,-0.013991,-0.027842,0.010132,0.91632,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
FB3,14727,-0.026221,-0.050549,0.010373,0.99426,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
FB4,14727,-0.01247,-0.023072,0.011491,0.86107,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
LEC,14727,0.0034187,0.0041629,0.014635,0.40765,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
Mixed,14727,0.024014,0.048636,0.01022,0.0093978,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
PC,14727,0.0054042,0.0086564,0.010422,0.30204,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
VSMC,14727,0.0038429,0.0074415,0.0096578,0.34535,,,,,,GSE99235_Mouse_Lung_Vascular,magma_celltype_GSE99235_Mouse_Lung_Vascular.gsa.out,COVAR,
Glut_2,17553,0.46617,0.099914,0.17196,0.0033581,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
Glut_5,17553,-0.092813,-0.010606,0.30603,0.61916,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
GABA_1,17553,-0.1068,-0.0098717,0.19333,0.70966,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
GABA_2,17553,-0.24167,-0.027096,0.24788,0.83521,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
GABA_4,17553,0.016826,0.0023478,0.19037,0.46479,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
GABA_5,17553,-0.024865,-0.0025189,0.28184,0.53515,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
GABA_3,17553,0.19149,0.020673,0.26165,0.23214,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
Glut_6,17553,-0.063551,-0.0098033,0.12917,0.68863,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
Glut_4,17553,0.21733,0.044428,0.17168,0.10278,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
Glut_1,17553,-0.085006,-0.011909,0.275,0.62138,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
Glut_3,17553,0.34678,0.053597,0.2322,0.067663,,,,,,Linnarsson_GSE101601_Human_Temporal_cortex,magma_celltype_Linnarsson_GSE101601_Human_Temporal_cortex.gsa.out,COVAR,
astro,14723,-0.12568,-0.022798,0.088509,0.92218,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
astro_gfap,14723,-0.09841,-0.020002,0.071592,0.91536,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
astro_il18,14723,-0.2134,-0.030066,0.11686,0.96607,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
astro_vegfa,14723,-0.16315,-0.019365,0.13401,0.88828,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
cop,14723,0.037179,0.0058168,0.11802,0.37637,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
endo,14723,-0.10988,-0.028181,0.051629,0.98334,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
endo_bmx,14723,-0.1316,-0.02277,0.086054,0.9369,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
int,14723,-0.035231,-0.0097774,0.096294,0.64276,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
int_cort,14723,-0.01592,-0.00576,0.045451,0.63693,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
int_kit,14723,-0.03655,-0.013681,0.06292,0.71934,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
int_vip_npy,14723,0.0023231,0.00073028,0.059407,0.4844,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
int_vip2,14723,-0.1549,-0.039342,0.09635,0.94604,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
L23,14723,0.089197,0.040381,0.061238,0.07263,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
L23_Calb1,14723,-0.20426,-0.083267,0.078757,0.99524,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
L23_Ddn,14723,0.040997,0.026197,0.041555,0.16193,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
L23_Npnt,14723,0.077395,0.044283,0.047119,0.050249,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
L4_Kcnab3,14723,0.051419,0.02328,0.062616,0.20578,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
L4_Plcxd2,14723,0.15289,0.077833,0.051546,0.001511,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
L5,14723,-0.007941,-0.004185,0.063206,0.54999,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
L6,14723,0.056532,0.027723,0.055459,0.15403,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
mfol,14723,0.078289,0.023193,0.052187,0.066795,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
mgl,14723,-0.12305,-0.018823,0.12732,0.83308,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
mol,14723,0.10517,0.016556,0.1173,0.18496,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
mol_apod,14723,0.039935,0.0083411,0.077681,0.3036,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
nfol,14723,0.054865,0.01436,0.056351,0.16513,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
opc,14723,0.0096373,0.0012208,0.088471,0.45663,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
peric,14723,-0.16782,-0.032772,0.0808,0.98109,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
pvm,14723,-0.20578,-0.027969,0.11836,0.95893,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
rbc,14723,-0.21211,-0.032172,0.15457,0.915,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
vsm,14723,-0.26951,-0.038182,0.10748,0.99392,,,,,,Linnarsson_GSE101601_Mouse_Somatosensory_cortex,magma_celltype_Linnarsson_GSE101601_Mouse_Somatosensory_cortex.gsa.out,COVAR,
GABA_Calb2_Krt17,14723,-0.045121,-0.023368,0.075478,0.72501,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Calb2_Tac1,14723,-0.00063625,-0.00033771,0.078076,0.50325,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Cplx1_Adamts5,14723,0.080583,0.034155,0.098671,0.20706,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Cplx1_Calb2,14723,0.035387,0.020594,0.075607,0.31988,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Cplx1_Sorcs3,14723,-0.05045,-0.025281,0.076532,0.74511,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Cplx1_Sst,14723,0.1953,0.11915,0.065167,0.001366,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Crabp1,14723,0.0043346,0.0023371,0.058545,0.47049,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Crabp1_Spp1,14723,-0.028673,-0.015635,0.047714,0.72605,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Gal_Pnoc,14723,0.088509,0.045133,0.098548,0.18456,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Gal_Rspo3,14723,-0.014686,-0.0068175,0.090004,0.56481,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Npy_Crabp1,14723,-0.10383,-0.050952,0.080625,0.90109,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Npy_only,14723,0.043929,0.027407,0.057191,0.22122,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Npy_Qrfpr,14723,0.0483,0.02417,0.089426,0.29457,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
GABA_Tac2,14723,-0.036911,-0.0212,0.051365,0.7638,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Cck_Cpne4,14723,0.09177,0.039932,0.078096,0.11999,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Cck_Maf,14723,0.074554,0.027008,0.084769,0.18957,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Cck_Trh,14723,0.053439,0.021796,0.07582,0.24047,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Elavl4,14723,0.015246,0.0076263,0.082419,0.42662,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Elavl4_Lypd1,14723,0.11369,0.057322,0.05937,0.027762,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Elavl4_Meis2,14723,0.013116,0.0067075,0.077786,0.43305,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Gal,14723,0.074052,0.027631,0.055456,0.090896,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Nts,14723,0.0091491,0.0033535,0.084388,0.45683,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Qrfpr,14723,-0.28472,-0.10936,0.08644,0.9995,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Reln_Nmur2,14723,-0.25493,-0.089135,0.096247,0.99596,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Reln_Npff,14723,-0.14425,-0.05744,0.088596,0.94825,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Tac1_1,14723,-0.052103,-0.023384,0.085594,0.72864,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Tac1_2,14723,-0.067907,-0.026333,0.097649,0.7566,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Tac2_1,14723,-0.13726,-0.048299,0.09581,0.92401,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Tac2_2,14723,-0.086947,-0.035117,0.083153,0.85212,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Glut_Tac2_3,14723,-0.043973,-0.016796,0.077222,0.71546,,,,,,Linnarsson_GSE103840_Mouse_Dorsal_horn,magma_celltype_Linnarsson_GSE103840_Mouse_Dorsal_horn.gsa.out,COVAR,
Astro_adult,15081,0.093661,0.012173,0.10282,0.18118,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
Astro_juv,15081,0.02877,0.0053434,0.075725,0.352,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
CA3_Pyr,15081,0.12781,0.048747,0.039159,0.00055071,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
Cajal_Retzius,15081,-0.093054,-0.02844,0.078461,0.88218,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
Endothelial,15081,-0.07207,-0.01689,0.066877,0.8594,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
Ependymal,15081,0.0017866,0.00050022,0.062521,0.4886,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
GABA,15081,0.20897,0.063614,0.054937,7.1538e-05,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
GC_adult,15081,0.048791,0.0075887,0.098008,0.30931,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
GC_juv,15081,0.050712,0.012049,0.071048,0.23769,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
Immature_Astro,15081,-0.16049,-0.045344,0.07758,0.98071,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
Immature_GABA,15081,-0.04234,-0.016055,0.060615,0.75757,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
Immature_GC,15081,-0.061769,-0.016948,0.090039,0.75365,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
Immature_Pyr,15081,-0.053607,-0.021811,0.057499,0.8244,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
MiCajal_Retziusoglia,15081,-0.036213,-0.0071019,0.074936,0.68554,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
MOL,15081,0.11216,0.027528,0.058629,0.027878,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
Neuroblast,15081,-0.32668,-0.079418,0.096271,0.99965,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
NFOL,15081,0.098892,0.023452,0.076323,0.097549,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
nIPC,15081,-0.073045,-0.023254,0.059606,0.88979,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
nIPC_perin,15081,-0.14199,-0.052608,0.057202,0.99347,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
OPC,15081,0.24642,0.043768,0.1265,0.025714,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
PVM,15081,0.021108,0.0043371,0.066453,0.37538,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
RGL,15081,0.059374,0.0083188,0.12284,0.31443,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
RGL_young,15081,-0.38768,-0.1066,0.095004,0.99998,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
VLMC,15081,-0.19861,-0.065132,0.052409,0.99992,,,,,,Linnarsson_GSE104323_Mouse_Dentate_gyrus,magma_celltype_Linnarsson_GSE104323_Mouse_Dentate_gyrus.gsa.out,COVAR,
NF,14016,0.047283,0.10662,0.015453,0.0011093,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level1,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level1.gsa.out,COVAR,
NP,14016,-0.024057,-0.046695,0.020256,0.88251,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level1,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level1.gsa.out,COVAR,
PEP,14016,-0.02877,-0.044591,0.025015,0.87494,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level1,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level1.gsa.out,COVAR,
TH,14016,-0.040227,-0.07797,0.022674,0.96197,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level1,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level1.gsa.out,COVAR,
NF1,14016,0.030768,0.072318,0.015305,0.022211,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2.gsa.out,COVAR,
NF2.3,14016,0.048233,0.1134,0.015434,0.00089041,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2.gsa.out,COVAR,
NF4.5,14016,0.014181,0.030948,0.013742,0.15106,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2.gsa.out,COVAR,
NP1,14016,-0.022121,-0.044084,0.015875,0.91825,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2.gsa.out,COVAR,
NP2,14016,-0.018994,-0.035127,0.016395,0.87666,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2.gsa.out,COVAR,
PEP1,14016,-0.027529,-0.038883,0.019543,0.92051,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2.gsa.out,COVAR,
PEP2,14016,-0.010482,-0.022902,0.015249,0.75407,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2.gsa.out,COVAR,
TH,14016,-0.033675,-0.06527,0.018326,0.96693,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level2.gsa.out,COVAR,
NF1,14016,0.024281,0.057071,0.015006,0.052834,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3.gsa.out,COVAR,
NF2,14016,0.042061,0.097843,0.016628,0.0057164,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3.gsa.out,COVAR,
NF3,14016,0.032,0.080965,0.011566,0.0028346,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3.gsa.out,COVAR,
NF4,14016,-0.0075899,-0.015841,0.013778,0.70914,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3.gsa.out,COVAR,
NF5,14016,0.016574,0.038416,0.012113,0.085619,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3.gsa.out,COVAR,
NP1,14016,-0.022606,-0.045049,0.014871,0.93575,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3.gsa.out,COVAR,
NP2,14016,-0.019988,-0.036974,0.014752,0.91226,,,,,,Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3,magma_celltype_Linnarsson_GSE59739_Mouse_Dorsal_root_ganglion_level3.gsa.out,COVAR,
