Sheet,Cell_Type,Sig,Count,Reference,Source,Dataset
Nalls2019,glu15,0.51376,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,glu2,0.42536,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,glu3,0.40561,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,glu4,0.050712,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,glu5,0.38079,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,glu6,0.015261,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,glu7,0.60206,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,glu8,0.91268,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,glu9,0.73777,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,hista,0.036748,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,imo,0.25753,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,macro,0.18163,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,micro,0.81027,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,mo,0.010842,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,opc,0.020332,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,popc,0.18302,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,sco,0.75326,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,tany,0.8347,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE87544_Mouse_Hypothalamus.gsa.out,GSE87544_Mouse_Hypothalamus
Nalls2019,astrocyte_progenitors,0.98182,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,astrocytes,0.73818,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,cerebellar_neurons,0.06376,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,endothelial_cells,0.86073,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,endothelial_progenitors,0.99303,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,excitatory_neurons,0.36033,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,granule_cells,0.72033,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,inhibitory_neurons,0.50328,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,microglia,0.24481,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,oligodendrocyte_progenitors,6.89e-05,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,oligodendrotype_myelinating,0.0010812,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,sc,0.8109,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89164_Mouse_Hindbrain.gsa.out,GSE89164_Mouse_Hindbrain
Nalls2019,blood_pre_cdc,0,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89232_Human_Blood.gsa.out,GSE89232_Human_Blood
Nalls2019,cb_pre_cdc,0.13877,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89232_Human_Blood.gsa.out,GSE89232_Human_Blood
Nalls2019,cd141_cdc,0,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89232_Human_Blood.gsa.out,GSE89232_Human_Blood
Nalls2019,cd1c_cdc,0,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE89232_Human_Blood.gsa.out,GSE89232_Human_Blood
Nalls2019,endocrine,0.086775,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,enterocyte_immature_distal,0.58634,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,enterocyte_immature_proximal,0.52102,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,enterocyte_mature_distal,0.40583,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,enterocyte_mature_proximal,0.28068,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,enterocyte_progenitor,0.14787,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,enterocyte_progenitor_early,0.29789,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,enterocyte_progenitor_late,0,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,goblet,0.42045,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,paneth,0.29533,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,stem,0.87281,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,ta_early,0.70004,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,ta_g1,0.66993,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,ta_g2,0.47428,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,tuft,0.29276,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_droplet.gsa.out,GSE92332_Mouse_Epithelium_droplet
Nalls2019,endocrine,0.16336,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_SMARTseq.gsa.out,GSE92332_Mouse_Epithelium_SMARTseq
Nalls2019,enterocyte,0.49979,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_SMARTseq.gsa.out,GSE92332_Mouse_Epithelium_SMARTseq
Nalls2019,enterocyte_progenitor_early,0.94184,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_SMARTseq.gsa.out,GSE92332_Mouse_Epithelium_SMARTseq
Nalls2019,enterocyte_progenitor_late,0.69954,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_SMARTseq.gsa.out,GSE92332_Mouse_Epithelium_SMARTseq
Nalls2019,goblet,0.17906,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_SMARTseq.gsa.out,GSE92332_Mouse_Epithelium_SMARTseq
Nalls2019,paneth,0.64595,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_SMARTseq.gsa.out,GSE92332_Mouse_Epithelium_SMARTseq
Nalls2019,stem,0.95194,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_SMARTseq.gsa.out,GSE92332_Mouse_Epithelium_SMARTseq
Nalls2019,ta,0.88165,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_SMARTseq.gsa.out,GSE92332_Mouse_Epithelium_SMARTseq
Nalls2019,tuft,0.050261,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE92332_Mouse_Epithelium_SMARTseq.gsa.out,GSE92332_Mouse_Epithelium_SMARTseq
Nalls2019,astrocyte,0.79785,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,endothelialcells,0.80015,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,ependymocytes,0.94951,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,fibroblast,0.99993,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,muralcells,0.96151,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,neurons1,0.061065,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,neurons2,0.027954,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,neurons3,0.41798,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,neurons4,0.21979,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,neurons5,0.015652,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,neurons6,0.11779,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,ng2_opc,0.12459,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,oligodend1,0.10398,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,oligodend2,0.0080945,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,oligodend3,0.024385,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,parstuber1,0.64589,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,parstuber2,0.38731,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,pvmmicro,0.47591,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,tanycyte1,0.99231,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,tanycyte2,0.99849,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level1.gsa.out,GSE93374_Mouse_Arc_ME_level1
Nalls2019,a1_tanycytes1,0.99496,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,a1_tanycytes2,0.99884,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,a2_tanycytes,0.99929,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,astrocytes,0.79302,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,b1_tanycytes,0.99905,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,b2_tanycytes1,0.99774,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,b2_tanycytes2,0.9871,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,endothelial,0.7945,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,ependymocy1,0.79543,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,ependymocy2,0.96558,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,fibroblasts1,0.84029,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,fibroblasts2,0.99998,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,fibroblasts3,0.99993,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,microglia,0.49475,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,mural_cells1,0.98277,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,mural_cells2,0.90817,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,neurons1,0.048458,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,neurons2,0.02534,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,neurons3,0.29486,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,neurons4,0.15636,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,neurons5,0.015058,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,neurons6,0.088457,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,ng2_opc1,0.49799,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,ng2_opc2,0.091938,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,oligodendro1,0.036901,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,oligodendro2,0.0020594,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,oligodendro3,0.007797,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,oligodendro4,0.018835,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,oligodendro5,0.011706,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,oligodendro6,0.14599,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,pars_tuber1a,0.014548,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,pars_tuber1b,0.88919,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,pars_tuber1c,0.97074,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,parstuber2a,0.32895,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,parstuber2b,0.22464,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,pvms,0.19636,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_level2.gsa.out,GSE93374_Mouse_Arc_ME_level2
Nalls2019,agrp_gm8773,0.9336,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,agrp_sst,0.84207,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,fam19a2,0.39837,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,ghrh,0.89187,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,gm8773_tac1,0.07808,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,gpr50,0.78076,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,hdc,0.0027273,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,htr3b,0.54887,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,kiss1_tac2,0.99002,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,nfix_htr2c,0.10968,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,nr5a1_adcyap1,0.2,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,nr5a1_nfib,0.66035,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,oxt,0.63569,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,pomc_anxa2,0.0096885,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,pomc_glipr1,0.99343,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,pomc_ttr,0,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,qrfp,0.73378,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,rgs16_dlx1,0.87577,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,rgs16_slc17a6,0.91572,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,rgs16_vip,0.14667,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,slc17a6_trhr,0.98351,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,sst_nts,0.37137,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,sst_pthlh,0.65195,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,sst_unc13c,0.97482,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,th_cxcl12,0.41787,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,th_lef1,0.31973,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,th_slc6a3,0.0032226,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,tmem215,0,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE93374_Mouse_Arc_ME_neurons.gsa.out,GSE93374_Mouse_Arc_ME_neurons
Nalls2019,aasmc,0.7295,,"Nalls et al, 2019 (Lancet Neurology)",magma_celltype_GSE98816_Mouse_Brain_Vascular.gsa.out,GSE98816_Mouse_Brain_Vascular
