Sheet,Trait1,Trait2,corr,Reference,Source,Dataset
DeGAs,parkinsons_disease,methotrexate,0.78099761,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_l2_in_tract_forceps_major,0.78091389,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_fa_in_medial_lemniscus_on_fa_skeleton_right,0.7808835,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,fractured_broken_bones_in_last_5_years,0.78082886,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,zirtek_allergy_10mg_tablet,0.78075687,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_od_in_tract_corticospinal_tract_left,0.78059374,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,ismn_isosorbide_mononitrate,0.78057703,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_fa_in_inferior_cerebellar_peduncle_on_fa_s...,0.78050926,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_fa_in_tract_uncinate_fasciculus_left,0.78048407,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,sodium_thyroxine,0.78048325,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,joint_pain,0.78047962,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,inguinal_hernia,0.78039924,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,creatinine_enzymatic_in_urine,0.78023049,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,clobetasol,0.78021996,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,neuroticism_score,0.77999577,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,flomax_mr_400micrograms_m_r_capsule,0.77996552,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,eye_eyelid_problem,0.77990649,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,phenoxymethylpenicillin,0.77984249,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,bendroflumethiazide,0.77983141,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_isovf_in_tract_acoustic_radiation...,0.77981357,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_od_in_tract_superior_longitudinal...,0.77979668,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_isovf_in_pontine_crossing_tract_on_fa_skel...,0.77979561,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,arms_bmc_bone_mineral_content,0.77971673,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,micardis_20mg_tablet,0.77960561,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,isosorbide_mononitrate,0.77959135,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,estriol_product,0.7793764,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_mo_in_tract_anterior_thalamic_rad...,0.7793545,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_od_in_tract_uncinate_fasciculus_r...,0.77906493,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,tramadol,0.77902662,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,"forced_vital_capacity_fvc,_best_measure",0.7788748,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,implanon_68mg_subdermal_implant,0.77879359,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,age_emphysema_chronic_bronchitis_diagnosed,0.77874526,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,gestational_diabetes_only,0.7786315,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,arm_bmc_bone_mineral_content_left,0.77859606,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,age_bronchiectasis_diagnosed_by_doctor,0.7785432,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,hyoscine_butylbromide,0.77846619,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_superior_frontal_gyrus...,0.778452,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,lorazepam,0.7784059,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,sno_tears_eye_drops,0.77840575,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,stroke,0.77835796,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,care_cetirizine_hayfever_relief_10mg_tablet,0.77831554,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_paracingulate_gyrus_left,0.77831073,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,clonazepam,0.77830621,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,3mm_regularity_index_right,0.77826803,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,docusate_sodium,0.77815844,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,nervous_feelings,0.77812526,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,epaderm_ointment,0.7780429,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_od_in_tract_acoustic_radiation_right,0.77800515,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_viiib_cerebellum_right,0.77778054,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,trunk_lean_mass,0.77777301,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,ciprofloxacin,0.77775818,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,omacor_1g_capsule,0.77772978,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,zestoretic_10_tablet,0.77763279,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,average_weekly_fortified_wine_intake,0.77726421,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,fluid_intelligence_score_1,0.77723139,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_l2_in_tract_acoustic_radiation_left,0.77705013,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,pariet_10mg_e_c_tablet,0.77704321,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mitral_stenosis,0.77702211,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,polycystic_kidney,0.77677576,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,pelvis_bone_area,0.77676829,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_vermis_viiib_cerebellum,0.77667962,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,norgeston_tablet,0.7765169,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,gastrointestinal_bleeding,0.77640031,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_vermis_viiia_cerebellum,0.77633867,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_l2_in_tract_forceps_major,0.77632685,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_parietal_operculum_cor...,0.77625933,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,hydroxocobalamin,0.77624178,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,fracture_clavicle_collar_bone,0.77612459,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,sleep_apnoea,0.77583642,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_vermis_ix_cerebellum,0.77580107,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,budesonide+formoterol,0.77577726,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_isovf_in_tract_forceps_minor,0.77572993,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,bowel_intestinal_obstruction,0.77568042,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,tetralysal_300_capsule,0.77563633,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,parkinsons_disease,0.77562842,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,parkinsons_disease,0.77562842,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_cuneal_cortex_right,0.77556428,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_pallidum_left,0.7755382,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,kidney_renal_cell_cancer,0.77551758,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_fa_in_external_capsule_on_fa_skeleton_right,0.77550122,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,buccastem_3mg_tablet,0.77541779,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_mo_in_tract_posterior_thalamic_ra...,0.77528879,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,post_natal_depression,0.77520538,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_l1_in_tract_uncinate_fasciculus_left,0.77520058,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_vermis_crus_i_cerebellum,0.77512187,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,salbuvent_100micrograms_inhaler,0.77498117,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_l3_in_tract_uncinate_fasciculus_left,0.77495939,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_l2_in_tract_uncinate_fasciculus_left,0.77490231,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,respiratory_mometasone,0.77466287,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_md_in_tract_acoustic_radiation_left,0.77439027,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,oramorph_10mg_5ml_oral_solution,0.77438133,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,scleroderma_systemic_sclerosis,0.77431974,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,climagest_1mg_tablet,0.7742943,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_isovf_in_splenium_of_corpus_callosum_on_fa...,0.77420504,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,"weight,_manual_entry",0.77397175,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,tendonitis_tendinitis_tenosynovitis,0.77397064,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,bowel_cancer,0.77397027,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,azopt_10mg_ml_eye_drops,0.77396091,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,polytar_liquid,0.77395336,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,cyanocobalamin_product,0.77393394,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_ix_cerebellum_right,0.77365506,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,tense_highly_strung,0.7736513,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,breast_cancer,0.77362784,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,fludrocortisone,0.77360576,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,lyrica_25mg_capsule,0.77344932,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,solpadol_capsule,0.77341341,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,minimum_carotid_imt_intima_medial_thickness_at_...,0.77329523,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,knee_pain_for_3+_months,0.77318774,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,posterior_thigh_lean_muscle_volume_left,0.77312935,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,movelat_cream,0.77291638,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_ix_cerebellum_left,0.77266466,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_viiib_cerebellum_left,0.77266259,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,gamolenic_acid,0.77265261,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,muscle_soft_tissue_problem,0.77263399,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_frontal_medial_cortex_...,0.77261539,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_fa_in_cerebral_peduncle_on_fa_skeleton_left,0.77253184,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,montelukast_product,0.77251274,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,benign_essential_tremor,0.77241677,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,age_heart_attack_diagnosed,0.77239429,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_od_in_tract_inferior_fronto_occip...,0.77233769,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,carbomers,0.77207505,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,schizophrenia,0.77203944,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_fa_in_medial_lemniscus_on_fa_skeleton_left,0.77199643,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,age_other_serious_eye_condition_diagnosed,0.77194588,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,lv_ejection_fraction,0.77154403,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,evista_60mg_tablet,0.77148947,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,3mm_regularity_index_left,0.77147103,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,montelukast_product,0.77103922,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,prednisolone,0.7709122,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,fenofibrate,0.77070203,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,nasobec_aqueous_50micrograms_nasal_spray,0.77066921,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,deliberate_self_harm_suicide_attempt,0.77065424,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,peripheral_vascular_disease,0.77064825,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_temporal_occipital_fus...,0.77052227,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,ibandronic_acid,0.77045909,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,didronel_200mg_tablet,0.77039916,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,didronel_200mg_tablet,0.7703656,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,gamolenic_acid,0.77031904,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_l3_in_tract_forceps_major,0.77025892,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,sustanon_100_oily_injection,0.77009033,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,erectile_dysfunction_impotence,0.7700852,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mometasone_furoate_0_1%_ointment,0.76997787,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,guilty_feelings,0.76994264,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,phenobarbitone,0.76971713,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,co_enzyme_q10_ubiquinone_bio_quinone_coenzyme_q10,0.76971008,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_md_in_tract_corticospinal_tract_r...,0.76957856,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,testicular_problems_not_cancer,0.76949749,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,"volume_of_grey_matter_in_supramarginal_gyrus,_a...",0.76947588,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_temporal_fusiform_cort...,0.76942399,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_od_in_tract_superior_thalamic_rad...,0.76926773,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,arm_bmd_bone_mineral_density_left,0.76915979,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,co_proxamol,0.7691287,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_isovf_in_genu_of_corpus_callosum_on_fa_ske...,0.76912864,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,arm_bmd_bone_mineral_density_right,0.76909386,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mirapexin_0_088mg_tablet,0.76909311,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,cabergoline,0.76907911,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,body_mass_index_bmi,0.76899803,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,bumetanide,0.76894352,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,forced_expiratory_volume_in_1_second_fev1,0.76890637,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,breast_fibroadenoma,0.76890149,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_viiia_cerebellum_left,0.76882754,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,arm_predicted_mass_left,0.76882639,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,solpadeine_tablet,0.76867901,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,infectious_mononucleosis_glandular_fever_epstei...,0.76867416,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_fa_in_posterior_limb_of_internal_capsule_o...,0.76842683,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_angular_gyrus_right,0.76807193,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,salbutamol+ipratropium_100micrograms_20microgra...,0.76775012,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
