Sheet,Tissue,Sig,Reference,Source,Dataset
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Aorta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Adrenal Gland,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Angular Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Anterior Caudate,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Cingulate Gyrus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain_Dorsolateral_Prefrontal_Cortex,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Hippocampus Middle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Inferior Temporal Lobe,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Brain Substantia Nigra,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Sigmoid Colon,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Duodenum Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Large,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 29,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Mucosa Donor 31,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Rectal Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Intestine Small,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Stomach,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Stomach Smooth Muscle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Left Ventricle,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Liver,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Fetal Muscle Leg,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Skeletal Muscle Female,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Ovary,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Placenta,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
Coetzee2016,Thymus,1,"Coetzee et al, 2016 (Scientific Reports)",Supplementary Tables 1-2,
